Term,Index
consumers,2287
netherlands,2288
executive,2289
send,2290
delegations,2291
embassy,2292
press,2293
firmly,2294
ground,2295
termed,2296
realistic,2297
believes,2298
reflect,2299
stuck,2300
insistence,2301
applied,2302
surged,2303
brazilian,2304
point,2305
reintroduced,2306
agree,2307
guidelines,2308
refusing,2309
alter,2310
believed,2311
stagnate,2312
genentech,2313
upped,2314
eurobond,2315
gene.o,2316
suisse,2317
csfb,2318
coupon,2319
date,2320
forward,2321
mature,2322
hydro,2323
quebec,2324
issuing,2325
paying,2326
merrill,2327
lynch,2328
listed,2329
luxembourg,2330
comprise,2331
concession,2332
underwriting,2333
year-on-year,2334
stable,2335
nomura,2336
recurrent,2337
assumes,2338
cope,2339
appreciation,2340
bear,2341
benefit,2342
pump-priming,2343
manufactured,2344
manufacturing,2345
non-manufacturing,2346
burdened,2347
writeoff,2348
swedish,2349
mining,2350
metals,2351
profitability,2352
recording,2353
crown,2354
write-off,2355
write-offs,2356
arisen,2357
change,2358
liquid,2359
cancelling,2360
components,2361
trelleborg,2362
beginning,2363
consolidating,2364
buys,2365
soybeans,2366
soybean,2367
awarded,2368
shipment,2369
delivery,2370
targetted,2371
imported,2372
sugar,2373
weekly,2374
quoting,2375
customs,2376
rice,2377
upwards,2378
compares,2379
substantially,2380
socialist,2381
outflows,2382
repayment,2383
adjusted,2384
medium,2385
repayments,2386
exceeded,2387
salomon,2388
collateralised,2389
mortgage,2390
obligation,2391
trust,2392
malaysia,2393
kuala,2394
lumpur,2395
negara,2396
marked,2397
commodity,2398
quarterly,2399
averaged,2400
generated,2401
rowntree,2402
pretax,2403
mackintosh,2404
rwnt.l,2405
turnover,2406
broadly,2407
pence,2408
centre,2409
geographical,2410
america,2411
slipped,2412
continental,2413
europe,2414
australasia,2415
amounted,2416
debit,2417
cost,2418
rationalisation,2419
combined,2420
speciality,2421
retailing,2422
entered,2423
kenneth,2424
dixon,2425
bought,2426
encouraging,2427
side,2428
gained,2429
margins,2430
grocery,2431
health,2432
fold,2433
offsetting,2434
factors,2435
movements,2436
hurt,2437
faced,2438
snack,2439
widens,2440
zealand,2441
widened,2442
climbed,2443
taking,2444
expenditure,2445
totalling,2446
roger,2447
provisional,2448
flows,2449
considerable,2450
uncertainty,2451
difficulty,2452
predicting,2453
sowings,2454
oilseed,2455
bean,2456
cooperatives,2457
federation,2458
planted,2459
suggested,2460
sunflower,2461
field,2462
unchanged,2463
falls,2464
paper,2465
jacobs,2466
suchard,2467
jacz.z,2468
zurich,2469
participation,2470
certificate,2471
flow,2472
confirms,2473
ericsson,2474
wins,2475
sweden,2476
telefon,2477
eric,2478
units,2479
terminals,2480
supplied,2481
deliver,2482
personal,2483
telecom,2484
pre-tax,2485
offers,2486
invited,2487
offset,2488
shortage,2489
adverse,2490
factor,2491
unwinding,2492
hands,2493
take-up,2494
drain,2495
exchequer,2496
circulation,2497
balances,2498
minorities,2499
telecommunications,2500
bty.l,2501
payable,2502
resale,2503
danish,2504
rises,2505
copenhagen,2506
denmark,2507
seasonally,2508
consisting,2509
inflows,2510
browne,2511
implemented,2512
desperate,2513
stem,2514
flood,2515
speculative,2516
prompted,2517
remittances,2518
exceeding,2519
relate,2520
genuine,2521
longer,2522
outward,2523
invisible,2524
freight,2525
royalties,2526
ineffective,2527
simply,2528
remit,2529
black,2530
panic,2531
intensified,2532
denied,2533
opened,2534
economists,2535
wary,2536
predictions,2537
flowed,2538
helped,2539
provided,2540
upward,2541
appreciated,2542
speculators,2543
chang,2544
chi-cheng,2545
meant,2546
strengthening,2547
inevitable,2548
argue,2549
solution,2550
problem,2551
lifting,2552
answer,2553
imposition,2554
create,2555
paperwork,2556
extra,2557
outweigh,2558
speculation,2559
criticised,2560
pushing,2561
liberalisation,2562
liberalising,2563
restricted,2564
newman,2565
economist,2566
vickers,2567
named,2568
basically,2569
ridiculous,2570
programme,2571
regulations,2572
nationals,2573
basis,2574
toyota,2575
dutch,2576
rotterdam,2577
protest,2578
belgian,2579
sympathise,2580
actions,2581
commission,2582
squeezing,2583
register,2584
withdrawn,2585
three-week,2586
breathing,2587
progress,2588
accompanying,2589
indications,2590
confident,2591
poor,2592
continuing,2593
core,2594
arose,2595
closure,2596
disposal,2597
satisfactory,2598
jefferson,2599
engineers,2600
diminish,2601
wake,2602
cargoes,2603
option,2604
woodhouse,2605
drake,2606
carey,2607
single,2608
indian,2609
buying,2610
whites,2611
prompt,2612
intends,2613
interim,2614
july,2615
mideast,2616
mackenzie,2617
bahrain,2618
livestock,2619
peter,2620
climate,2621
gulf,2622
inquiries,2623
tour,2624
emirates,2625
kuwait,2626
assess,2627
debate,2628
maintained,2629
sheep,2630
slackening,2631
mediterranean,2632
lamb,2633
excluded,2634
barter,2635
iranians,2636
chilled,2637
flown,2638
supplies,2639
young,2640
belgium,2641
placing,2642
geneva,2643
bullet,2644
kredietbank,2645
bales,2646
delhi,2647
textiles,2648
contracted,2649
journalists,2650
staple,2651
scandinavia,2652
proposes,2653
deregulating,2654
fares,2655
oslo,2656
norway,2657
airline,2658
norwegian,2659
handed,2660
aviation,2661
delegation,2662
ministries,2663
demands,2664
airlines,2665
deregulate,2666
requests,2667
scandinavian,2668
compete,2669
freely,2670
fairly,2671
flying,2672
transatlantic,2673
routes,2674
land,2675
cities,2676
allowing,2677
connecting,2678
flights,2679
airports,2680
dramatically,2681
lyonnaise,2682
eaux,2683
attributable,2684
parent,2685
jerome,2686
aimed,2687
leisure,2688
communications,2689
mediterranee,2690
cmi.pa,2691
hectare,2692
park,2693
developpement,2694
leased,2695
operator,2696
complex,2697
cable,2698
television,2699
affiliate,2700
sixth,2701
requirement,2702
audience,2703
capture,2704
advertising,2705
concentrated,2706
widening,2707
subscribers,2708
boosting,2709
great,2710
universal,2711
valuing,2712
voting,2713
irrevocable,2714
undertakings,2715
families,2716
manufactures,2717
regulation,2718
adequacy,2719
vice-minister,2720
toyoo,2721
gyohten,2722
nikkei,2723
viewed,2724
outline,2725
regulatory,2726
disadvantage,2727
pleased,2728
regulators,2729
preliminary,2730
margin,2731
basle,2732
governors,2733
learning,2734
situations,2735
conclusions,2736
avalanches,2737
floods,2738
deaths,2739
landslides,2740
georgia,2741
homeless,2742
arable,2743
plantations,2744
roubles,2745
birds,2746
disaster,2747
roads,2748
needed,2749
repairing,2750
property,2751
valuation,2752
reserve,2753
influence,2754
bulk,2755
properties,2756
hkld.hk,2757
controlled,2758
eurosterling,2759
henry,2760
schroder,2761
wagg,2762
fixed,2763
listing,2764
callable,2765
borrower,2766
annum,2767
public,2768
frankfurt,2769
worsened,2770
drew,2771
contrast,2772
drawdown,2773
stronger,2774
influences,2775
balanced,2776
sheet,2777
originally,2778
hungarian,2779
beet,2780
changed,2781
budapest,2782
hungary,2783
grow,2784
diplomats,2785
keeping,2786
highs,2787
drought,2788
kilos,2789
refined,2790
yugoslavia,2791
reflects,2792
brisbane,2793
placer,2794
operates,2795
mine,2796
silver,2797
spend,2798
upgrade,2799
mill,2800
grinding,2801
circuit,2802
svenska,2803
handelsbanken,2804
maturity,2805
dates,2806
forsakrings,2807
volvo,2808
pharmacia,2809
so-called,2810
unrestricted,2811
go-ahead,2812
fast-growing,2813
spring,2814
bulletin,2815
ringgit,2816
kilo,2817
reluctance,2818
brokers,2819
malaysian,2820
overhang,2821
industrialised,2822
stay,2823
dump,2824
excessively,2825
abrupt,2826
continued,2827
push,2828
closely,2829
pegged,2830
cheaper,2831
absence,2832
rationale,2833
psychological,2834
optimism,2835
secure,2836
shrs,2837
bourse,2838
whittaker,2839
stockbrokers,2840
lose,2841
jealously,2842
guarded,2843
monopoly,2844
edouard,2845
balladur,2846
prospect,2847
flooding,2848
regret,2849
gradual,2850
passing,2851
bang,2852
structure,2853
progressively,2854
stakes,2855
foresees,2856
free,2857
unified,2858
parliament,2859
stockbroker,2860
stages,2861
examples,2862
membership,2863
challenge,2864
founder,2865
analysis,2866
observation,2867
prospective,2868
directive,2869
williams,2870
disappointed,2871
worried,2872
evident,2873
expansion,2874
salary,2875
expertise,2876
deep,2877
ability,2878
bolster,2879
grouping,2880
welcomed,2881
links,2882
alliances,2883
formed,2884
pose,2885
best-performing,2886
easy,2887
entry,2888
reticent,2889
underway,2890
choice,2891
broker,2892
lyonnais,2893
touch,2894
dealing,2895
commissions,2896
addressed,2897
directly,2898
watchdog,2899
passed,2900
xavier,2901
dupont,2902
dynamic,2903
commented,2904
wait,2905
outright,2906
band,2907
excellent,2908
hopes,2909
hermann,2910
negative,2911
partially,2912
chocolate,2913
tonnage,2914
taxes,2915
farmland,2916
morioka,2917
campaign,2918
farming,2919
rich,2920
nippon,2921
acres,2922
illinois,2923
florida,2924
gauge,2925
oversee,2926
harvests,2927
corn,2928
oranges,2929
rental,2930
strictly,2931
dream,2932
true,2933
hundreds,2934
exist,2935
recession,2936
fiat,2937
milan,2938
fiat.mi,2939
confirm,2940
italian,2941
possibility,2942
contacted,2943
typical,2944
rumours,2945
circulate,2946
banca,2947
finanziario,2948
istituto,2949
mobiliare,2950
italiano,2951
unaware,2952
advice,2953
dresdner,2954
hamburg,2955
wholly,2956
drsd.f,2957
stopping,2958
herbert,2959
pointed,2960
budgets,2961
unsuccessful,2962
slump,2963
hampered,2964
halved,2965
advantages,2966
importing,2967
debtors,2968
owing,2969
argentina,2970
joining,2971
gatt,2972
integrate,2973
larger,2974
extent,2975
debtor,2976
imperative,2977
regarded,2978
consolidation,2979
bolivia,2980
paraguay,2981
supplier,2982
gilt,2983
market-makers,2984
screen,2985
distinct,2986
meaning,2987
comparable,2988
contribution,2989
pakistan,2990
palm,2991
karachi,2992
bleached,2993
deodorised,2994
financed,2995
jeddah,2996
edible,2997
convertibles,2998
underwriters,2999
evans,3000
consists,3001
redeemable,3002
enabling,3003
holder,3004
separately,3005
transferable,3006
southwest,3007
realty,3008
falloff,3009
impair,3010
restrict,3011
houston,3012
extend,3013
accepted,3014
lenders,3015
partial,3016
deficits,3017
involve,3018
bankruptcy,3019
connected,3020
suspension,3021
depending,3022
similar,3023
holmes,3024
orleans,3025
pope,3026
repurchases,3027
robbins,3028
repurchased,3029
mills,3030
kaplan,3031
owes,3032
merchandise,3033
principle,3034
privately-held,3035
fashions,3036
apparel,3037
baird,3038
batm,3039
restraining,3040
massachusetts,3041
suffolk,3042
county,3043
prohibiting,3044
mark,3045
purchases,3046
anti-takeover,3047
statute,3048
district,3049
application,3050
enforcement,3051
cocoa,3052
head,3053
likelihood,3054
buffer,3055
forthcoming,3056
stabilise,3057
weak,3058
fail,3059
stagnating,3060
slight,3061
overproduction,3062
weigh,3063
build-up,3064
observers,3065
prevails,3066
table,3067
consequences,3068
catastrophic,3069
narragansett,3070
genm.j,3071
johannesburg,3072
rand,3073
calif,3074
canning,3075
frozen,3076
processors,3077
overwhelmingly,3078
walked,3079
jobs,3080
wages,3081
consortium,3082
growers,3083
spokeswoman,3084
teamsters,3085
benefits,3086
autos,3087
falling,3088
spokesmen,3089
weaker,3090
auto,3091
dealer,3092
expiration,3093
deduction,3094
durable,3095
dropping,3096
store,3097
gasoline,3098
station,3099
eating,3100
drinking,3101
year-ago,3102
broadcast,3103
narr,3104
rejection,3105
conclude,3106
unstable,3107
parties,3108
advisor,3109
limits,3110
bruce,3111
cftc,3112
karsten,3113
mahlmann,3114
conclusion,3115
meaningful,3116
served,3117
supposed,3118
manipulation,3119
submit,3120
tools,3121
hedge,3122
chairs,3123
propose,3124
definition,3125
hedging,3126
expanded,3127
danger,3128
category,3129
engaging,3130
bodies,3131
govern,3132
entities,3133
prudence,3134
lines,3135
enforce,3136
harper,3137
francisco,3138
three-for-two,3139
pact,3140
russell,3141
blinch,3142
pace,3143
ratification,3144
settled,3145
provinces,3146
approving,3147
sweeping,3148
appears,3149
alberta,3150
premier,3151
getty,3152
pretty,3153
progressive,3154
sentiment,3155
partnership,3156
arrangement,3157
complained,3158
reaching,3159
formula,3160
thinking,3161
substance,3162
david,3163
peterson,3164
critical,3165
newfoundland,3166
emerge,3167
fast,3168
concessions,3169
inroads,3170
eliminating,3171
border,3172
non-tariff,3173
rough,3174
presented,3175
finished,3176
document,3177
congress,3178
tight,3179
frame,3180
tough,3181
rehabilitation,3182
birmingham,3183
supercomputer,3184
manufacturer,3185
vital,3186
defense,3187
universities,3188
func,3189
jacksonville,3190
bancorp,3191
approvals,3192
sand,3193
